symbol,name,report_date,pub_date,year,quarter,roe,net_margin,gross_margin,net_profit,eps,revenue,debt_ratio,source
002518,科士达,2025-12-31,2026-04-30,2025,4,13.36,,28.984210642700,,1.05,,37.483338360500,mxdata
002463,沪电股份,2025-12-31,2026-04-30,2025,4,7.786715533500,,35.632417923400,,0.6455,,48.643118853900,mxdata
002472,双环传动,2025-12-31,2026-04-30,2025,4,2.79,,27.548045139200,,0.33,,43.33373744900,mxdata
002475,立讯精密,2025-12-31,2026-04-30,2025,4,4.2,,11.920520419300,,0.5,,66.531754883500,mxdata
002517,恺英网络,2025-12-31,2026-04-30,2025,4,7.62,,80.749744403400,,0.37,,22.436377846700,mxdata
002518,科士达,2025-12-31,2026-04-30,2025,4,2.83,,29.712449760700,,0.24,,37.45247443600,mxdata
002555,三七互娱,2025-12-31,2026-04-30,2025,4,21.73,,75.858886515500,,1.32,,38.743379372700,mxdata
002558,巨人网络,2025-12-31,2026-04-30,2025,4,2.209737835900,,91.033300336300,,0.94,,18.669907544400,mxdata
002575,群兴玩具,2025-12-31,2026-04-30,2025,4,-0.604408506500,,3.292937877100,,-0.04,,10.04868626100,mxdata
002594,比亚迪,2025-12-31,2026-04-30,2025,4,3.77634675300,,17.744529233600,,3.58,,70.744546498500,mxdata
002602,世纪华通,2025-12-31,2026-04-30,2025,4,4.165009026200,,69.945742641100,,0.78,,29.730613448400,mxdata
002555,三七互娱,2025-12-31,2026-04-30,2025,4,6.22,,77.877130123900,,0.4,,34.793584256400,mxdata
002558,巨人网络,2025-12-31,2026-04-30,2025,4,6.814464927300,,95.377689351800,,0.57,,19.860348694400,mxdata
002575,群兴玩具,2025-12-31,2026-04-30,2025,4,-0.105701824600,,11.413158620300,,-0.001,,9.884943590700,mxdata
002594,比亚迪,2025-12-31,2026-04-30,2025,4,1.646361277100,,18.80621397800,,0.448,,70.942565527100,mxdata
002602,世纪华通,2025-12-31,2026-04-30,2025,4,6.439790897900,,72.047882967900,,0.28,,28.036334310200,mxdata
002636,金安国纪,2025-12-31,2026-04-30,2025,4,5.435515736700,,26.439118669800,,0.277,,45.592325600800,mxdata
002703,浙江世宝,2025-12-31,2026-04-30,2025,4,2.0,,21.284231038400,,0.0509,,43.462185989800,mxdata
002636,金安国纪,2025-12-31,2026-04-30,2025,4,3.602331280600,,14.184170500200,,0.413,,44.825540432900,mxdata
002703,浙江世宝,2025-12-31,2026-04-30,2025,4,8.99,,18.535075891400,,0.2194,,45.167708296900,mxdata
002920,德赛西威,2025-12-31,2026-04-30,2025,4,4.430087281100,,19.068611254600,,4.35,,47.85554533600,mxdata
003031,中瓷电子,2025-12-31,2026-04-30,2025,4,1.879154075900,,37.184625542800,,1.25,,19.285098227400,mxdata
002920,德赛西威,2025-12-31,2026-04-30,2025,4,3.01850938700,,18.596436632100,,0.77,,49.356408377200,mxdata
003031,中瓷电子,2025-12-31,2026-04-30,2025,4,2.968799562800,,30.549826301800,,0.43,,21.857749426500,mxdata
003816,中国广核,2025-12-31,2026-04-30,2025,4,9.11,,31.992993570700,,0.193,,65.151350709400,mxdata
300014,亿纬锂能,2025-12-31,2026-04-30,2025,4,10.5,,16.172440155100,,2.02,,64.178263572100,mxdata
300017,网宿科技,2025-12-31,2026-04-30,2025,4,7.84,,35.53800374900,,0.33,,12.99977743600,mxdata
300033,同花顺,2025-12-31,2026-04-30,2025,4,38.54,,91.544444996200,,5.96,,40.049528609200,mxdata
300036,超图软件,2025-12-31,2026-04-30,2025,4,0.144897582100,,57.932081829900,,0.0951,,31.443386602200,mxdata
003816,中国广核,2025-12-31,2026-04-30,2025,4,2.2,,39.372794735800,,0.054,,65.988612179600,mxdata
300014,亿纬锂能,2025-12-31,2026-04-30,2025,4,3.35,,14.038297582200,,0.7,,64.888140803100,mxdata
300017,网宿科技,2025-12-31,2026-04-30,2025,4,1.15,,37.082782973800,,0.0491,,11.94583014100,mxdata
300033,同花顺,2025-12-31,2026-04-30,2025,4,2.67,,84.988113237800,,0.34,,60.803077980300,mxdata
300036,超图软件,2025-12-31,2026-04-30,2025,4,-1.580838452100,,60.880156447500,,-0.087,,30.264545918200,mxdata
300042,朗科科技,2025-12-31,2026-04-30,2025,4,5.405128376900,,13.960267959200,,0.1355,,22.091559076300,mxdata
300058,蓝色光标,2025-12-31,2026-04-30,2025,4,0.366289204400,,2.633564400500,,0.063,,68.598430625300,mxdata
300068,ST南都,2025-12-31,2026-04-30,2025,4,-92.122100355100,,5.946521439100,,-2.94,,92.138314176600,mxdata
300042,朗科科技,2025-12-31,2026-04-30,2025,4,7.474635740500,,25.249102425400,,0.4086,,34.18039108300,mxdata
300058,蓝色光标,2025-12-31,2026-04-30,2025,4,1.590509497500,,2.59201399900,,0.035,,70.514231647300,mxdata
300068,ST南都,2025-12-31,2026-04-30,2025,4,-24.22464158600,,-4.021938916500,,-0.34,,93.744596676700,mxdata
300124,汇川技术,2025-12-31,2026-04-30,2025,4,16.34,,28.954551522100,,,,47.928028332700,mxdata
300153,科泰电源,2025-12-31,2026-04-30,2025,4,5.68,,13.983184023700,,0.1592,,64.565989006900,mxdata
300177,中海达,2025-12-31,2026-04-30,2025,4,-16.37,,32.653242935100,,-0.313,,53.807234596500,mxdata
300223,北京君正,2025-12-31,2026-04-30,2025,4,0.96973484600,,34.086455881600,,0.7803,,7.988453622200,mxdata
300124,汇川技术,2025-12-31,2026-04-30,2025,4,2.83,,29.077055136800,,,,45.551590381700,mxdata
300153,科泰电源,2025-12-31,2026-04-30,2025,4,2.19,,15.204391795300,,0.0636,,70.520984030200,mxdata
300177,中海达,2025-12-31,2026-04-30,2025,4,-2.28,,37.20457182100,,-0.0392,,54.324786930300,mxdata
300212,*ST易录,2025-12-31,2026-04-30,2025,4,,,8.183718728100,,-0.0668,,114.050804139600,mxdata
300223,北京君正,2025-12-31,2026-04-30,2025,4,2.535168818100,,43.491242644400,,0.661,,7.741028882700,mxdata
300229,拓尔思,2025-12-31,2026-04-30,2025,4,-7.38,,61.445302694900,,-0.3362,,8.5629968500,mxdata
300249,依米康,2025-12-31,2026-04-30,2025,4,0.923265870100,,17.266230431800,,0.0697,,82.956659584700,mxdata
300252,金信诺,2025-12-31,2026-04-30,2025,4,0.66,,19.82723544500,,0.02,,58.552095186800,mxdata
300253,卫宁健康,2025-12-31,2026-04-30,2025,4,-6.44,,32.828703496400,,-0.1692,,34.348945290600,mxdata
300271,华宇软件,2025-12-31,2026-04-30,2025,4,-1.583249616400,,34.997147973700,,-0.24,,21.287408147800,mxdata
300229,拓尔思,2025-12-31,2026-04-30,2025,4,-2.03,,61.007050974800,,-0.0886,,7.586639575900,mxdata
300249,依米康,2025-12-31,2026-04-30,2025,4,3.012916836900,,16.646692303600,,0.0213,,83.376996157600,mxdata
300252,金信诺,2025-12-31,2026-04-30,2025,4,0.96,,18.987937469600,,0.03,,59.603066123300,mxdata
300253,卫宁健康,2025-12-31,2026-04-30,2025,4,0.25,,30.773232108800,,0.0063,,32.656770560700,mxdata
300271,华宇软件,2025-12-31,2026-04-30,2025,4,-1.57986105700,,36.759915414300,,-0.07,,20.640198985700,mxdata
300274,阳光电源,2025-12-31,2026-04-30,2025,4,31.26,,31.831701072800,,6.55,,58.061912182900,mxdata
300319,麦捷科技,2025-12-31,2026-04-30,2025,4,1.484377611200,,16.511014950300,,0.3597,,33.827894509200,mxdata
300347,泰格医药,2025-12-31,2026-04-30,2025,4,-0.629127437500,,27.414736724100,,1.04,,14.465952958600,mxdata
300364,中文在线,2025-12-31,2026-04-30,2025,4,-39.184194483600,,36.178482055800,,-0.921,,75.556526890300,mxdata
300369,绿盟科技,2025-12-31,2026-04-30,2025,4,-1.76,,53.880007672600,,-0.0564,,45.326345812800,mxdata
300274,阳光电源,2025-12-31,2026-04-30,2025,4,4.81,,33.262931748300,,1.12,,57.514830892300,mxdata
300319,麦捷科技,2025-12-31,2026-04-30,2025,4,0.960801710800,,15.395681704900,,0.0531,,32.164624459500,mxdata
300347,泰格医药,2025-12-31,2026-04-30,2025,4,0.234230717200,,26.638888558900,,0.06,,14.70657406300,mxdata
300364,中文在线,2025-12-31,2026-04-30,2025,4,-16.723186101500,,46.945309371400,,-0.0629,,76.175940107100,mxdata
300369,绿盟科技,2025-12-31,2026-04-30,2025,4,-3.83,,44.601377178500,,-0.1211,,43.630212106800,mxdata
300376,易事特,2025-12-31,2026-04-30,2025,4,0.36,,26.246992052900,,0.01,,49.294108982100,mxdata
300383,光环新网,2025-12-31,2026-04-30,2025,4,-6.2,,13.974827986400,,-0.42,,39.117359667600,mxdata
300408,三环集团,2025-12-31,2026-04-30,2025,4,3.093620250800,,42.137530765600,,1.37,,18.271445783200,mxdata
300418,昆仑万维,2025-12-31,2026-04-30,2025,4,-11.58,,68.607235228200,,-1.28,,22.680548276800,mxdata
300442,润泽科技,2025-12-31,2026-04-30,2025,4,2.545255082500,,46.044841087700,,3.0,,62.843418894700,mxdata
300376,易事特,2025-12-31,2026-04-30,2025,4,0.23,,23.515638066100,,0.01,,47.271042741900,mxdata
300383,光环新网,2025-12-31,2026-04-30,2025,4,0.19,,14.093034208400,,0.01,,39.496907802200,mxdata
300408,三环集团,2025-12-31,2026-04-30,2025,4,3.5904651700,,43.488932796600,,0.41,,17.13614548500,mxdata
300418,昆仑万维,2025-12-31,2026-04-30,2025,4,-6.98,,66.233597025300,,-0.71,,26.795760387300,mxdata
300442,润泽科技,2025-12-31,2026-04-30,2025,4,4.167301804900,,46.798813845700,,0.36,,64.970649827400,mxdata
300459,汤姆猫,2025-12-31,2026-04-30,2025,4,4.073884532900,,87.167118582100,,0.0087,,64.386736741300,mxdata
300496,中科创达,2025-12-31,2026-04-30,2025,4,4.48,,31.670458922400,,0.9792,,20.841862612100,mxdata
300499,高澜股份,2025-12-31,2026-04-30,2025,4,2.08,,28.939566296600,,0.09,,36.852783393400,mxdata
300548,长芯博创,2025-12-31,2026-04-30,2025,4,18.76,,40.612541794100,,1.16,,30.3620406200,mxdata
300559,佳发教育,2025-12-31,2026-04-30,2025,4,2.66,,47.862348315400,,0.08,,23.738024622500,mxdata
300567,精测电子,2025-12-31,2026-04-30,2025,4,2.23,,46.730440064600,,0.29,,55.928936663900,mxdata
300496,中科创达,2025-12-31,2026-04-30,2025,4,0.99,,32.709919418400,,0.2226,,22.872864422900,mxdata
300499,高澜股份,2025-12-31,2026-04-30,2025,4,1.09,,30.68201182700,,0.05,,36.756239206600,mxdata
300548,长芯博创,2025-12-31,2026-04-30,2025,4,6.42,,49.221891051400,,0.45,,28.332928328200,mxdata
300559,佳发教育,2025-12-31,2026-04-30,2025,4,-0.47,,44.035304429100,,-0.0139,,15.400661921300,mxdata
300567,精测电子,2025-12-31,2026-04-30,2025,4,0.97,,45.439164749800,,0.15,,53.307250320100,mxdata
300570,太辰光,2025-12-31,2026-04-30,2025,4,18.38,,38.002225048200,,1.32,,17.133740790600,mxdata
300571,平治信息,2025-12-31,2026-04-30,2025,4,-14.99,,8.455076937400,,-1.44,,72.470091026800,mxdata
300607,拓斯达,2025-12-31,2026-04-30,2025,4,2.61,,28.25489583800,,0.15,,51.919064176700,mxdata
300624,万兴科技,2025-12-31,2026-04-30,2025,4,-8.46,,90.772466306400,,-0.47,,38.155462481600,mxdata
300627,华测导航,2025-12-31,2026-04-30,2025,4,17.71,,60.975709838100,,0.882,,30.546187854900,mxdata
300570,太辰光,2025-12-31,2026-04-30,2025,4,3.78,,37.795513009900,,0.29,,20.687303423600,mxdata
300571,平治信息,2025-12-31,2026-04-30,2025,4,0.4,,10.186033892700,,0.03,,77.063065911100,mxdata
300607,拓斯达,2025-12-31,2026-04-30,2025,4,1.66,,32.492893339600,,0.1,,49.164184596600,mxdata
300624,万兴科技,2025-12-31,2026-04-30,2025,4,-4.8,,87.656818105600,,-0.25,,37.415130515900,mxdata
300627,华测导航,2025-12-31,2026-04-30,2025,4,2.93,,60.401022141400,,0.1601,,27.271101165100,mxdata
300679,电连技术,2025-12-31,2026-04-30,2025,4,1.75,,28.303225832600,,0.2051,,30.697829967900,mxdata
300684,中石科技,2025-12-31,2026-04-30,2025,4,16.2,,36.259421186400,,1.1364,,18.106760660100,mxdata
300738,奥飞数据,2025-12-31,2026-04-30,2025,4,3.7,,34.729076907100,,0.1367,,74.295252047600,mxdata
300750,宁德时代,2025-12-31,2026-04-30,2025,4,7.11352404900,,26.272847570400,,16.14,,61.939285950300,mxdata
300759,康龙化成,2025-12-31,2026-04-30,2025,4,3.524506826500,,34.832232076100,,0.9443,,41.910898379400,mxdata
300760,迈瑞医疗,2025-12-31,2026-04-30,2025,4,21.58,,60.31556122400,,6.7147,,27.427592701500,mxdata
300684,中石科技,2025-12-31,2026-04-30,2025,4,2.95,,33.999656440400,,0.2182,,14.82689100400,mxdata
300738,奥飞数据,2025-12-31,2026-04-30,2025,4,2.41,,34.512978874500,,0.0941,,74.737912322400,mxdata
300750,宁德时代,2025-12-31,2026-04-30,2025,4,5.973097914700,,24.815621985100,,4.58,,62.322340445900,mxdata
300759,康龙化成,2025-12-31,2026-04-30,2025,4,2.127736030500,,32.495836004800,,0.186,,40.078395118600,mxdata
300760,迈瑞医疗,2025-12-31,2026-04-30,2025,4,5.96,,61.870083898900,,1.9225,,24.774390060200,mxdata
300802,矩子科技,2025-12-31,2026-04-30,2025,4,5.7,,30.279851613400,,0.32,,20.792103979600,mxdata
300842,帝科股份,2025-12-31,2026-04-30,2025,4,-18.217362498200,,9.088645290800,,-1.92,,82.343537065500,mxdata
300846,首都在线,2025-12-31,2026-04-30,2025,4,-19.81,,13.054902328700,,-0.3389,,58.359768934500,mxdata
300857,协创数据,2025-12-31,2026-04-30,2025,4,30.03,,19.237947073300,,3.38,,81.482145832400,mxdata
300863,卡倍亿,2025-12-31,2026-04-30,2025,4,8.26,,10.401258530800,,0.65,,68.903739376300,mxdata
300802,矩子科技,2025-12-31,2026-04-30,2025,4,2.16,,34.775543167600,,0.12,,19.531455062500,mxdata
300842,帝科股份,2025-12-31,2026-04-30,2025,4,0.91200352200,,11.174860268300,,0.1,,83.345951783900,mxdata
300846,首都在线,2025-12-31,2026-04-30,2025,4,-2.78,,15.227479653100,,-0.0428,,59.68489082100,mxdata
300857,协创数据,2025-12-31,2026-04-30,2025,4,15.66,,22.52732178100,,2.17,,85.888538438600,mxdata
300863,卡倍亿,2025-12-31,2026-04-30,2025,4,6.98,,10.030793148100,,0.55,,69.12934662600,mxdata
300870,欧陆通,2025-12-31,2026-04-30,2025,4,9.92,,19.842761353100,,2.32,,51.102228821400,mxdata
300913,兆龙互连,2025-12-31,2026-04-30,2025,4,17.54,,22.086125869500,,0.74,,12.638157114600,mxdata
300990,同飞股份,2025-12-31,2026-04-30,2025,4,12.77,,22.31369254200,,1.49,,23.6812562500,mxdata
301018,申菱环境,2025-12-31,2026-04-30,2025,4,8.24,,23.988492209400,,0.81,,56.661940008300,mxdata
301095,广立微,2025-12-31,2026-04-30,2025,4,1.634665878700,,57.775675548100,,0.45,,14.252018127700,mxdata
300870,欧陆通,2025-12-31,2026-04-30,2025,4,-0.47,,17.013154198800,,-0.12,,54.770860437100,mxdata
300913,兆龙互连,2025-12-31,2026-04-30,2025,4,1.84,,21.070006300,,0.1416,,12.388518911500,mxdata
300990,同飞股份,2025-12-31,2026-04-30,2025,4,2.83,,22.787328448200,,0.35,,21.694943338300,mxdata
301018,申菱环境,2025-12-31,2026-04-30,2025,4,1.03,,20.595538997500,,0.11,,60.178120917400,mxdata
301095,广立微,2025-12-31,2026-04-30,2025,4,-0.338768691600,,56.099192088200,,-0.0544,,15.773213844200,mxdata
301165,锐捷网络,2025-12-31,2026-04-30,2025,4,14.65,,35.479970589200,,0.8754,,51.201591036700,mxdata
301183,东田微,2025-12-31,2026-04-30,2025,4,2.176315643500,,24.314181142200,,1.26,,32.014425476600,mxdata
301269,华大九天,2025-12-31,2026-04-30,2025,4,1.19,,89.252596686100,,0.11,,16.843177812800,mxdata
301291,明阳电气,2025-12-31,2026-04-30,2025,4,12.12,,21.140037801100,,1.88,,46.657383041100,mxdata
301308,江波龙,2025-12-31,2026-04-30,2025,4,19.41,,19.398515007200,,3.41,,63.246587355900,mxdata
301165,锐捷网络,2025-12-31,2026-04-30,2025,4,2.43,,35.696828500400,,0.1545,,47.638751824300,mxdata
301183,东田微,2025-12-31,2026-04-30,2025,4,2.89008172900,,25.73275031200,,0.35,,30.458467960900,mxdata
301269,华大九天,2025-12-31,2026-04-30,2025,4,-1.39,,78.802401257800,,-0.13,,13.982112261600,mxdata
301291,明阳电气,2025-12-31,2026-04-30,2025,4,0.49,,17.746721032900,,0.08,,45.419505794200,mxdata
301308,江波龙,2025-12-31,2026-04-30,2025,4,39.4,,55.527428488400,,9.21,,65.550235752100,mxdata
301377,鼎泰高科,2025-12-31,2026-04-30,2025,4,16.53,,42.341615996400,,1.06,,41.628240385500,mxdata
301556,托普云农,2025-12-31,2026-04-30,2025,4,11.01,,49.070780806800,,1.25,,21.09533503100,mxdata
600021,上海电力,2025-12-31,2026-04-30,2025,4,12.41,,25.754997199500,,0.8727,,69.315243223900,mxdata
301377,鼎泰高科,2025-12-31,2026-04-30,2025,4,9.38,,53.254364568400,,0.64,,45.535762674600,mxdata
301556,托普云农,2025-12-31,2026-04-30,2025,4,0.62,,46.602463303500,,0.07,,17.961728076500,mxdata
600021,上海电力,2025-12-31,2026-04-30,2025,4,2.3,,22.237608954300,,0.1668,,69.269140034800,mxdata
600055,万东医疗,2025-12-31,2026-04-30,2025,4,-0.36,,24.820666421900,,-0.023,,15.698610866400,mxdata
600089,特变电工,2025-12-31,2026-04-30,2025,4,2.402586643600,,21.119184391900,,0.3614,,56.576507978200,mxdata
600131,国网信通,2025-12-31,2026-04-30,2025,4,0.066083245600,,13.302623228400,,,,49.520375386600,mxdata
600055,万东医疗,2025-12-31,2026-04-30,2025,4,-4.94,,26.564263109700,,-0.32,,20.677735950800,mxdata
600089,特变电工,2025-12-31,2026-04-30,2025,4,0.632167627700,,18.802370885100,,1.161,,55.600237547400,mxdata
600131,国网信通,2025-12-31,2026-04-30,2025,4,4.81565113600,,17.164869407500,,0.55,,52.990892534700,mxdata
600186,莲花控股,2025-12-31,2026-04-30,2025,4,7.05,,31.433729948500,,0.0881,,45.373726517200,mxdata
600353,旭光电子,2025-12-31,2026-04-30,2025,4,1.742829627400,,22.561148015200,,0.0402,,42.762528449800,mxdata
600362,江西铜业,2025-12-31,2026-04-30,2025,4,3.41,,5.069891633300,,0.82,,62.470532483100,mxdata
600186,莲花控股,2025-12-31,2026-04-30,2025,4,16.99,,27.433413166700,,0.18,,50.211661171100,mxdata
600353,旭光电子,2025-12-31,2026-04-30,2025,4,3.213018741300,,23.835566475400,,0.1949,,42.692999707300,mxdata
600362,江西铜业,2025-12-31,2026-04-30,2025,4,8.96,,4.39520411400,,2.07,,56.952661591900,mxdata
600406,国电南瑞,2025-12-31,2026-04-30,2025,4,1.359136094100,,25.095322319300,,0.09,,40.194985181400,mxdata
600521,华海药业,2025-12-31,2026-04-30,2025,4,-1.202545552400,,60.155405554400,,0.18,,56.024496161700,mxdata
600522,中天科技,2025-12-31,2026-04-30,2025,4,8.0,,13.875730327200,,0.857,,38.106073399600,mxdata
600550,保变电气,2025-12-31,2026-04-30,2025,4,27.44,,15.344276079800,,0.107,,88.456784159500,mxdata
600570,恒生电子,2025-12-31,2026-04-30,2025,4,13.33,,71.064311552100,,0.65,,32.474295583400,mxdata
600521,华海药业,2025-12-31,2026-04-30,2025,4,4.190596673700,,57.666926688100,,0.27,,55.642795133800,mxdata
600522,中天科技,2025-12-31,2026-04-30,2025,4,2.43,,15.581410355900,,0.272,,38.516104605500,mxdata
600550,保变电气,2025-12-31,2026-04-30,2025,4,6.87,,12.241446325800,,0.032,,87.483784496300,mxdata
600570,恒生电子,2025-12-31,2026-04-30,2025,4,1.4,,67.957175963700,,0.07,,27.691907051700,mxdata
600588,用友网络,2025-12-31,2026-04-30,2025,4,-18.73,,49.617185162400,,-0.41,,57.247291125600,mxdata
600589,大位科技,2025-12-31,2026-04-30,2025,4,-2.91,,17.081169194300,,-0.01,,78.937540947500,mxdata
600590,泰豪科技,2025-12-31,2026-04-30,2025,4,1.98,,17.8529800200,,0.07,,62.845291291600,mxdata
600633,浙数文化,2025-12-31,2026-04-30,2025,4,5.65,,49.316360319700,,0.45,,13.609918141100,mxdata
600673,东阳光,2025-12-31,2026-04-30,2025,4,3.07,,19.885438772100,,0.09,,66.067897256300,mxdata
600588,用友网络,2025-12-31,2026-04-30,2025,4,-10.28,,44.717825415300,,-0.22,,59.747056214400,mxdata
600589,大位科技,2025-12-31,2026-04-30,2025,4,-5.01,,11.783445444800,,-0.021,,82.865603299800,mxdata
600590,泰豪科技,2025-12-31,2026-04-30,2025,4,1.51,,15.964737053600,,0.06,,61.485108360800,mxdata
600633,浙数文化,2025-12-31,2026-04-30,2025,4,1.55,,38.399253251700,,0.13,,12.928369419900,mxdata
600673,东阳光,2025-12-31,2026-04-30,2025,4,1.24,,19.201878947200,,0.04,,66.998369406900,mxdata
600699,均胜电子,2025-12-31,2026-04-30,2025,4,1.362463062500,,18.299409920200,,0.95,,65.25627752600,mxdata
600745,*ST闻泰,2025-12-31,2026-04-30,2025,4,-33.976919293800,,18.194658114200,,-7.03,,39.571147624800,mxdata
600795,国电电力,2025-12-31,2026-04-30,2025,4,12.283,,15.537885578600,,0.402,,73.447387509200,mxdata
600699,均胜电子,2025-12-31,2026-04-30,2025,4,2.307645750700,,17.665664216100,,0.26,,64.921405739700,mxdata
600745,*ST闻泰,2025-12-31,2026-04-30,2025,4,-0.767790465100,,27.858460304800,,-0.15,,39.307805524800,mxdata
600795,国电电力,2025-12-31,2026-04-30,2025,4,2.32,,12.319460633300,,0.078,,73.009755026700,mxdata
600875,东方电气,2025-12-31,2026-04-30,2025,4,3.442253301100,,17.182121122200,,0.46,,69.467856268600,mxdata
601012,隆基绿能,2025-12-31,2026-04-30,2025,4,-5.40240700400,,0.809771498400,,-0.85,,64.42804382300,mxdata
601100,恒立液压,2025-12-31,2026-04-30,2025,4,3.770197354900,,41.577919036100,,2.04,,19.994358595300,mxdata
601138,工业富联,2025-12-31,2026-04-30,2025,4,7.79686208600,,6.976019688500,,1.78,,63.370121869700,mxdata
601179,中国西电,2025-12-31,2026-04-30,2025,4,1.452255645400,,22.748565866300,,0.25,,46.96857477100,mxdata
601208,东材科技,2025-12-31,2026-04-30,2025,4,0.04137320600,,15.713610491800,,0.3041,,45.76378530100,mxdata
601012,隆基绿能,2025-12-31,2026-04-30,2025,4,-3.649546279700,,-1.187933275800,,-0.25,,66.077751115500,mxdata
601100,恒立液压,2025-12-31,2026-04-30,2025,4,3.70923722600,,38.57353480400,,0.49,,20.431045584400,mxdata
